Market Dataset,ecoinvent location,Market group location,Peak power (kWp),Installation,Technology,Placement,Build,Placement2,Annual production
"market for electricity, low voltage",SA,ME,3, slanted-roof , CIS, laminated, integrated, on roof,1584.01
"market for electricity, low voltage",SA,ME,3, slanted-roof , CdTe, panel, mounted, on roof,1644.11
"market for electricity, low voltage",SA,ME,3, slanted-roof , micro-Si, laminated, integrated, on roof,1547.01
"market for electricity, low voltage",SA,ME,3, slanted-roof , micro-Si, panel, mounted, on roof,1547.01
"market for electricity, low voltage",SA,ME,3, facade , multi-Si, laminated, integrated, at building,991.73
"market for electricity, low voltage",SA,ME,3, facade , multi-Si, panel, mounted, at building,991.73
"market for electricity, low voltage",SA,ME,3, facade , single-Si, laminated, integrated, at building,991.73
"market for electricity, low voltage",SA,ME,3, facade , single-Si, panel, mounted, at building,991.73
"market for electricity, low voltage",SA,ME,3, flat-roof , multi-Si, on roof,,,1547.01
"market for electricity, low voltage",SA,ME,3, flat-roof , single-Si, on roof,,,1547.01
"market for electricity, low voltage",SA,ME,3, slanted-roof , CIS, panel, mounted, on roof,1584.01
"market for electricity, low voltage",SA,ME,3, slanted-roof , CdTe, laminated, integrated, on roof,1644.11
"market for electricity, low voltage",SA,ME,3, slanted-roof , multi-Si, laminated, integrated, on roof,1547.01
"market for electricity, low voltage",SA,ME,3, slanted-roof , multi-Si, panel, mounted, on roof,1547.01
"market for electricity, low voltage",SA,ME,3, slanted-roof , single-Si, laminated, integrated, on roof,1547.01
"market for electricity, low voltage",SA,ME,3, slanted-roof , single-Si, panel, mounted, on roof,1547.01
"market for electricity, low voltage",AL,CEU,3, slanted-roof , CIS, laminated, integrated, on roof,885.42
"market for electricity, low voltage",AL,CEU,3, slanted-roof , CdTe, panel, mounted, on roof,900.95
"market for electricity, low voltage",AL,CEU,3, slanted-roof , micro-Si, laminated, integrated, on roof,891.46
"market for electricity, low voltage",AL,CEU,3, slanted-roof , micro-Si, panel, mounted, on roof,891.46
"market for electricity, low voltage",AL,CEU,3, facade , multi-Si, laminated, integrated, at building,742.77
"market for electricity, low voltage",AL,CEU,3, facade , multi-Si, panel, mounted, at building,742.77
"market for electricity, low voltage",AL,CEU,3, facade , single-Si, laminated, integrated, at building,742.77
"market for electricity, low voltage",AL,CEU,3, facade , single-Si, panel, mounted, at building,742.77
"market for electricity, low voltage",AL,CEU,3, flat-roof , multi-Si, on roof,,,891.46
"market for electricity, low voltage",AL,CEU,3, flat-roof , single-Si, on roof,,,891.46
"market for electricity, low voltage",AL,CEU,3, slanted-roof , CIS, panel, mounted, on roof,885.42
"market for electricity, low voltage",AL,CEU,3, slanted-roof , CdTe, laminated, integrated, on roof,900.95
"market for electricity, low voltage",AL,CEU,3, slanted-roof , multi-Si, laminated, integrated, on roof,891.46
"market for electricity, low voltage",AL,CEU,3, slanted-roof , multi-Si, panel, mounted, on roof,891.46
"market for electricity, low voltage",AL,CEU,3, slanted-roof , single-Si, laminated, integrated, on roof,891.46
"market for electricity, low voltage",AL,CEU,3, slanted-roof , single-Si, panel, mounted, on roof,891.46
"market for electricity, low voltage",AL,CEU,3, slanted-roof , CIS, laminated, integrated, on roof,885.42
"market for electricity, low voltage",AL,CEU,3, slanted-roof , CdTe, panel, mounted, on roof,900.95
"market for electricity, low voltage",AL,CEU,3, slanted-roof , micro-Si, laminated, integrated, on roof,891.46
"market for electricity, low voltage",AL,CEU,3, slanted-roof , micro-Si, panel, mounted, on roof,891.46
"market for electricity, low voltage",AL,CEU,3, facade , multi-Si, laminated, integrated, at building,742.77
"market for electricity, low voltage",AL,CEU,3, facade , multi-Si, panel, mounted, at building,742.77
"market for electricity, low voltage",AL,CEU,3, facade , single-Si, laminated, integrated, at building,742.77
"market for electricity, low voltage",AL,CEU,3, facade , single-Si, panel, mounted, at building,742.77
"market for electricity, low voltage",AL,CEU,3, flat-roof , multi-Si, on roof,,,891.46
"market for electricity, low voltage",AL,CEU,3, flat-roof , single-Si, on roof,,,891.46
"market for electricity, low voltage",AL,CEU,3, slanted-roof , CIS, panel, mounted, on roof,885.42
"market for electricity, low voltage",AL,CEU,3, slanted-roof , CdTe, laminated, integrated, on roof,900.95
"market for electricity, low voltage",AL,CEU,3, slanted-roof , multi-Si, laminated, integrated, on roof,891.46
"market for electricity, low voltage",AL,CEU,3, slanted-roof , multi-Si, panel, mounted, on roof,891.46
"market for electricity, low voltage",AL,CEU,3, slanted-roof , single-Si, laminated, integrated, on roof,891.46
"market for electricity, low voltage",AL,CEU,3, slanted-roof , single-Si, panel, mounted, on roof,891.46
"market for electricity, low voltage",IN-Eastern grid,INDIA,3, slanted-roof , CIS, laminated, integrated, on roof,
"market for electricity, low voltage",IN-Eastern grid,INDIA,3, slanted-roof , CdTe, panel, mounted, on roof,
"market for electricity, low voltage",IN-Eastern grid,INDIA,3, slanted-roof , micro-Si, laminated, integrated, on roof,
"market for electricity, low voltage",IN-Eastern grid,INDIA,3, slanted-roof , micro-Si, panel, mounted, on roof,
"market for electricity, low voltage",IN-Eastern grid,INDIA,3, facade , multi-Si, laminated, integrated, at building,
"market for electricity, low voltage",IN-Eastern grid,INDIA,3, facade , multi-Si, panel, mounted, at building,
"market for electricity, low voltage",IN-Eastern grid,INDIA,3, facade , single-Si, laminated, integrated, at building,
"market for electricity, low voltage",IN-Eastern grid,INDIA,3, facade , single-Si, panel, mounted, at building,
"market for electricity, low voltage",IN-Eastern grid,INDIA,3, flat-roof , multi-Si, on roof,,,
"market for electricity, low voltage",IN-Eastern grid,INDIA,3, flat-roof , single-Si, on roof,,,
"market for electricity, low voltage",IN-Eastern grid,INDIA,3, slanted-roof , CIS, panel, mounted, on roof,
"market for electricity, low voltage",IN-Eastern grid,INDIA,3, slanted-roof , CdTe, laminated, integrated, on roof,
"market for electricity, low voltage",IN-Eastern grid,INDIA,3, slanted-roof , multi-Si, laminated, integrated, on roof,
"market for electricity, low voltage",IN-Eastern grid,INDIA,3, slanted-roof , multi-Si, panel, mounted, on roof,
"market for electricity, low voltage",IN-Eastern grid,INDIA,3, slanted-roof , single-Si, laminated, integrated, on roof,
"market for electricity, low voltage",IN-Eastern grid,INDIA,3, slanted-roof , single-Si, panel, mounted, on roof,
"market for electricity, high voltage",NG,WAF,156, flat-roof , multi-Si, on roof,,,1640.68
"market for electricity, high voltage",NG,WAF,156, flat-roof , single-Si, on roof,,,1640.68
"market for electricity, high voltage",NG,WAF,570, open ground , CIS, on open ground,,,1764.47
"market for electricity, high voltage",NG,WAF,570, open ground , CdTe, on open ground,,,1889.84
"market for electricity, high voltage",NG,WAF,570, open ground , micro-Si, on open ground,,,1774.0
"market for electricity, high voltage",NG,WAF,570, open ground , multi-Si, on open ground,,,1774.0
"market for electricity, high voltage",NG,WAF,570, open ground , single-Si, on open ground,,,1774.0
"market for electricity, high voltage",NG,WAF,93, slanted-roof , multi-Si, laminated, integrated, on roof,1640.68
"market for electricity, high voltage",NG,WAF,93, slanted-roof , multi-Si, panel, mounted, on roof,1640.68
"market for electricity, high voltage",NG,WAF,93, slanted-roof , single-Si, laminated, integrated, on roof,1640.68
"market for electricity, high voltage",NG,WAF,93, slanted-roof , single-Si, panel, mounted, on roof,1640.68
"market for electricity, low voltage",ZA,SAF,3, slanted-roof , CIS, laminated, integrated, on roof,1654.28
"market for electricity, low voltage",ZA,SAF,3, slanted-roof , CdTe, panel, mounted, on roof,1741.36
"market for electricity, low voltage",ZA,SAF,3, slanted-roof , micro-Si, laminated, integrated, on roof,1642.38
"market for electricity, low voltage",ZA,SAF,3, slanted-roof , micro-Si, panel, mounted, on roof,1642.38
"market for electricity, low voltage",ZA,SAF,3, facade , multi-Si, laminated, integrated, at building,1060.25
"market for electricity, low voltage",ZA,SAF,3, facade , multi-Si, panel, mounted, at building,1060.25
"market for electricity, low voltage",ZA,SAF,3, facade , single-Si, laminated, integrated, at building,1060.25
"market for electricity, low voltage",ZA,SAF,3, facade , single-Si, panel, mounted, at building,1060.25
"market for electricity, low voltage",ZA,SAF,3, flat-roof , multi-Si, on roof,,,1642.38
"market for electricity, low voltage",ZA,SAF,3, flat-roof , single-Si, on roof,,,1642.38
"market for electricity, low voltage",ZA,SAF,3, slanted-roof , CIS, panel, mounted, on roof,1654.28
"market for electricity, low voltage",ZA,SAF,3, slanted-roof , CdTe, laminated, integrated, on roof,1741.36
"market for electricity, low voltage",ZA,SAF,3, slanted-roof , multi-Si, laminated, integrated, on roof,1642.38
"market for electricity, low voltage",ZA,SAF,3, slanted-roof , multi-Si, panel, mounted, on roof,1642.38
"market for electricity, low voltage",ZA,SAF,3, slanted-roof , single-Si, laminated, integrated, on roof,1642.38
"market for electricity, low voltage",ZA,SAF,3, slanted-roof , single-Si, panel, mounted, on roof,1642.38
"market for electricity, high voltage",CA-BC,CAN,156, flat-roof , multi-Si, on roof,,,817.77
"market for electricity, high voltage",CA-BC,CAN,156, flat-roof , single-Si, on roof,,,817.77
"market for electricity, high voltage",CA-BC,CAN,570, open ground , CIS, on open ground,,,1112.28
"market for electricity, high voltage",CA-BC,CAN,570, open ground , CdTe, on open ground,,,1097.81
"market for electricity, high voltage",CA-BC,CAN,570, open ground , micro-Si, on open ground,,,1127.64
"market for electricity, high voltage",CA-BC,CAN,570, open ground , multi-Si, on open ground,,,1127.64
"market for electricity, high voltage",CA-BC,CAN,570, open ground , single-Si, on open ground,,,1127.64
"market for electricity, high voltage",CA-BC,CAN,93, slanted-roof , multi-Si, laminated, integrated, on roof,817.77
"market for electricity, high voltage",CA-BC,CAN,93, slanted-roof , multi-Si, panel, mounted, on roof,817.77
"market for electricity, high voltage",CA-BC,CAN,93, slanted-roof , single-Si, laminated, integrated, on roof,817.77
"market for electricity, high voltage",CA-BC,CAN,93, slanted-roof , single-Si, panel, mounted, on roof,817.77
"market for electricity, low voltage",XK,CEU,3, slanted-roof , CIS, laminated, integrated, on roof,885.42
"market for electricity, low voltage",XK,CEU,3, slanted-roof , CdTe, panel, mounted, on roof,900.95
"market for electricity, low voltage",XK,CEU,3, slanted-roof , micro-Si, laminated, integrated, on roof,891.46
"market for electricity, low voltage",XK,CEU,3, slanted-roof , micro-Si, panel, mounted, on roof,891.46
"market for electricity, low voltage",XK,CEU,3, facade , multi-Si, laminated, integrated, at building,742.77
"market for electricity, low voltage",XK,CEU,3, facade , multi-Si, panel, mounted, at building,742.77
"market for electricity, low voltage",XK,CEU,3, facade , single-Si, laminated, integrated, at building,742.77
"market for electricity, low voltage",XK,CEU,3, facade , single-Si, panel, mounted, at building,742.77
"market for electricity, low voltage",XK,CEU,3, flat-roof , multi-Si, on roof,,,891.46
"market for electricity, low voltage",XK,CEU,3, flat-roof , single-Si, on roof,,,891.46
"market for electricity, low voltage",XK,CEU,3, slanted-roof , CIS, panel, mounted, on roof,885.42
"market for electricity, low voltage",XK,CEU,3, slanted-roof , CdTe, laminated, integrated, on roof,900.95
"market for electricity, low voltage",XK,CEU,3, slanted-roof , multi-Si, laminated, integrated, on roof,891.46
"market for electricity, low voltage",XK,CEU,3, slanted-roof , multi-Si, panel, mounted, on roof,891.46
"market for electricity, low voltage",XK,CEU,3, slanted-roof , single-Si, laminated, integrated, on roof,891.46
"market for electricity, low voltage",XK,CEU,3, slanted-roof , single-Si, panel, mounted, on roof,891.46
"market for electricity, low voltage",XK,CEU,3, slanted-roof , CIS, laminated, integrated, on roof,885.42
"market for electricity, low voltage",XK,CEU,3, slanted-roof , CdTe, panel, mounted, on roof,900.95
"market for electricity, low voltage",XK,CEU,3, slanted-roof , micro-Si, laminated, integrated, on roof,891.46
"market for electricity, low voltage",XK,CEU,3, slanted-roof , micro-Si, panel, mounted, on roof,891.46
"market for electricity, low voltage",XK,CEU,3, facade , multi-Si, laminated, integrated, at building,742.77
"market for electricity, low voltage",XK,CEU,3, facade , multi-Si, panel, mounted, at building,742.77
"market for electricity, low voltage",XK,CEU,3, facade , single-Si, laminated, integrated, at building,742.77
"market for electricity, low voltage",XK,CEU,3, facade , single-Si, panel, mounted, at building,742.77
"market for electricity, low voltage",XK,CEU,3, flat-roof , multi-Si, on roof,,,891.46
"market for electricity, low voltage",XK,CEU,3, flat-roof , single-Si, on roof,,,891.46
"market for electricity, low voltage",XK,CEU,3, slanted-roof , CIS, panel, mounted, on roof,885.42
"market for electricity, low voltage",XK,CEU,3, slanted-roof , CdTe, laminated, integrated, on roof,900.95
"market for electricity, low voltage",XK,CEU,3, slanted-roof , multi-Si, laminated, integrated, on roof,891.46
"market for electricity, low voltage",XK,CEU,3, slanted-roof , multi-Si, panel, mounted, on roof,891.46
"market for electricity, low voltage",XK,CEU,3, slanted-roof , single-Si, laminated, integrated, on roof,891.46
"market for electricity, low voltage",XK,CEU,3, slanted-roof , single-Si, panel, mounted, on roof,891.46
"market for electricity, low voltage",LB,ME,3, slanted-roof , CIS, laminated, integrated, on roof,1584.01
"market for electricity, low voltage",LB,ME,3, slanted-roof , CdTe, panel, mounted, on roof,1644.11
"market for electricity, low voltage",LB,ME,3, slanted-roof , micro-Si, laminated, integrated, on roof,1547.01
"market for electricity, low voltage",LB,ME,3, slanted-roof , micro-Si, panel, mounted, on roof,1547.01
"market for electricity, low voltage",LB,ME,3, facade , multi-Si, laminated, integrated, at building,991.73
"market for electricity, low voltage",LB,ME,3, facade , multi-Si, panel, mounted, at building,991.73
"market for electricity, low voltage",LB,ME,3, facade , single-Si, laminated, integrated, at building,991.73
"market for electricity, low voltage",LB,ME,3, facade , single-Si, panel, mounted, at building,991.73
"market for electricity, low voltage",LB,ME,3, flat-roof , multi-Si, on roof,,,1547.01
"market for electricity, low voltage",LB,ME,3, flat-roof , single-Si, on roof,,,1547.01
"market for electricity, low voltage",LB,ME,3, slanted-roof , CIS, panel, mounted, on roof,1584.01
"market for electricity, low voltage",LB,ME,3, slanted-roof , CdTe, laminated, integrated, on roof,1644.11
"market for electricity, low voltage",LB,ME,3, slanted-roof , multi-Si, laminated, integrated, on roof,1547.01
"market for electricity, low voltage",LB,ME,3, slanted-roof , multi-Si, panel, mounted, on roof,1547.01
"market for electricity, low voltage",LB,ME,3, slanted-roof , single-Si, laminated, integrated, on roof,1547.01
"market for electricity, low voltage",LB,ME,3, slanted-roof , single-Si, panel, mounted, on roof,1547.01
"market for electricity, low voltage",KH,SEAS,3, slanted-roof , CIS, laminated, integrated, on roof,1303.04
"market for electricity, low voltage",KH,SEAS,3, slanted-roof , CdTe, panel, mounted, on roof,1427.79
"market for electricity, low voltage",KH,SEAS,3, slanted-roof , micro-Si, laminated, integrated, on roof,1279.36
"market for electricity, low voltage",KH,SEAS,3, slanted-roof , micro-Si, panel, mounted, on roof,1279.36
"market for electricity, low voltage",KH,SEAS,3, facade , multi-Si, laminated, integrated, at building,466.9
"market for electricity, low voltage",KH,SEAS,3, facade , multi-Si, panel, mounted, at building,466.9
"market for electricity, low voltage",KH,SEAS,3, facade , single-Si, laminated, integrated, at building,466.9
"market for electricity, low voltage",KH,SEAS,3, facade , single-Si, panel, mounted, at building,466.9
"market for electricity, low voltage",KH,SEAS,3, flat-roof , multi-Si, on roof,,,1279.36
"market for electricity, low voltage",KH,SEAS,3, flat-roof , single-Si, on roof,,,1279.36
"market for electricity, low voltage",KH,SEAS,3, slanted-roof , CIS, panel, mounted, on roof,1303.04
"market for electricity, low voltage",KH,SEAS,3, slanted-roof , CdTe, laminated, integrated, on roof,1427.79
"market for electricity, low voltage",KH,SEAS,3, slanted-roof , multi-Si, laminated, integrated, on roof,1279.36
"market for electricity, low voltage",KH,SEAS,3, slanted-roof , multi-Si, panel, mounted, on roof,1279.36
"market for electricity, low voltage",KH,SEAS,3, slanted-roof , single-Si, laminated, integrated, on roof,1279.36
"market for electricity, low voltage",KH,SEAS,3, slanted-roof , single-Si, panel, mounted, on roof,1279.36
"market for electricity, low voltage",KH,SEAS,3, slanted-roof , CIS, laminated, integrated, on roof,1303.04
"market for electricity, low voltage",KH,SEAS,3, slanted-roof , CdTe, panel, mounted, on roof,1427.79
"market for electricity, low voltage",KH,SEAS,3, slanted-roof , micro-Si, laminated, integrated, on roof,1279.36
"market for electricity, low voltage",KH,SEAS,3, slanted-roof , micro-Si, panel, mounted, on roof,1279.36
"market for electricity, low voltage",KH,SEAS,3, facade , multi-Si, laminated, integrated, at building,466.9
"market for electricity, low voltage",KH,SEAS,3, facade , multi-Si, panel, mounted, at building,466.9
"market for electricity, low voltage",KH,SEAS,3, facade , single-Si, laminated, integrated, at building,466.9
"market for electricity, low voltage",KH,SEAS,3, facade , single-Si, panel, mounted, at building,466.9
"market for electricity, low voltage",KH,SEAS,3, flat-roof , multi-Si, on roof,,,1279.36
"market for electricity, low voltage",KH,SEAS,3, flat-roof , single-Si, on roof,,,1279.36
"market for electricity, low voltage",KH,SEAS,3, slanted-roof , CIS, panel, mounted, on roof,1303.04
"market for electricity, low voltage",KH,SEAS,3, slanted-roof , CdTe, laminated, integrated, on roof,1427.79
"market for electricity, low voltage",KH,SEAS,3, slanted-roof , multi-Si, laminated, integrated, on roof,1279.36
"market for electricity, low voltage",KH,SEAS,3, slanted-roof , multi-Si, panel, mounted, on roof,1279.36
"market for electricity, low voltage",KH,SEAS,3, slanted-roof , single-Si, laminated, integrated, on roof,1279.36
"market for electricity, low voltage",KH,SEAS,3, slanted-roof , single-Si, panel, mounted, on roof,1279.36
"market for electricity, high voltage",EG,NAF,156, flat-roof , multi-Si, on roof,,,1686.91
"market for electricity, high voltage",EG,NAF,156, flat-roof , single-Si, on roof,,,1686.91
"market for electricity, high voltage",EG,NAF,570, open ground , CIS, on open ground,,,1922.74
"market for electricity, high voltage",EG,NAF,570, open ground , CdTe, on open ground,,,2018.09
"market for electricity, high voltage",EG,NAF,570, open ground , micro-Si, on open ground,,,1926.83
"market for electricity, high voltage",EG,NAF,570, open ground , multi-Si, on open ground,,,1926.83
"market for electricity, high voltage",EG,NAF,570, open ground , single-Si, on open ground,,,1926.83
"market for electricity, high voltage",EG,NAF,93, slanted-roof , multi-Si, laminated, integrated, on roof,1686.91
"market for electricity, high voltage",EG,NAF,93, slanted-roof , multi-Si, panel, mounted, on roof,1686.91
"market for electricity, high voltage",EG,NAF,93, slanted-roof , single-Si, laminated, integrated, on roof,1686.91
"market for electricity, high voltage",EG,NAF,93, slanted-roof , single-Si, panel, mounted, on roof,1686.91
"market for electricity, high voltage",LY,NAF,156, flat-roof , multi-Si, on roof,,,1686.91
"market for electricity, high voltage",LY,NAF,156, flat-roof , single-Si, on roof,,,1686.91
"market for electricity, high voltage",LY,NAF,570, open ground , CIS, on open ground,,,1922.74
"market for electricity, high voltage",LY,NAF,570, open ground , CdTe, on open ground,,,2018.09
"market for electricity, high voltage",LY,NAF,570, open ground , micro-Si, on open ground,,,1926.83
"market for electricity, high voltage",LY,NAF,570, open ground , multi-Si, on open ground,,,1926.83
"market for electricity, high voltage",LY,NAF,570, open ground , single-Si, on open ground,,,1926.83
"market for electricity, high voltage",LY,NAF,93, slanted-roof , multi-Si, laminated, integrated, on roof,1686.91
"market for electricity, high voltage",LY,NAF,93, slanted-roof , multi-Si, panel, mounted, on roof,1686.91
"market for electricity, high voltage",LY,NAF,93, slanted-roof , single-Si, laminated, integrated, on roof,1686.91
"market for electricity, high voltage",LY,NAF,93, slanted-roof , single-Si, panel, mounted, on roof,1686.91
"market for electricity, high voltage",UY,RSAM,156, flat-roof , multi-Si, on roof,,,1232.76
"market for electricity, high voltage",UY,RSAM,156, flat-roof , single-Si, on roof,,,1232.76
"market for electricity, high voltage",UY,RSAM,570, open ground , CIS, on open ground,,,1283.59
"market for electricity, high voltage",UY,RSAM,570, open ground , CdTe, on open ground,,,1342.08
"market for electricity, high voltage",UY,RSAM,570, open ground , micro-Si, on open ground,,,1285.63
"market for electricity, high voltage",UY,RSAM,570, open ground , multi-Si, on open ground,,,1285.63
"market for electricity, high voltage",UY,RSAM,570, open ground , single-Si, on open ground,,,1285.63
"market for electricity, high voltage",UY,RSAM,93, slanted-roof , multi-Si, laminated, integrated, on roof,1232.76
"market for electricity, high voltage",UY,RSAM,93, slanted-roof , multi-Si, panel, mounted, on roof,1232.76
"market for electricity, high voltage",UY,RSAM,93, slanted-roof , single-Si, laminated, integrated, on roof,1232.76
"market for electricity, high voltage",UY,RSAM,93, slanted-roof , single-Si, panel, mounted, on roof,1232.76
"market for electricity, high voltage",KE,EAF,156, flat-roof , multi-Si, on roof,,,1728.19
"market for electricity, high voltage",KE,EAF,156, flat-roof , single-Si, on roof,,,1728.19
"market for electricity, high voltage",KE,EAF,570, open ground , CIS, on open ground,,,1808.98
"market for electricity, high voltage",KE,EAF,570, open ground , CdTe, on open ground,,,1954.84
"market for electricity, high voltage",KE,EAF,570, open ground , micro-Si, on open ground,,,1810.38
"market for electricity, high voltage",KE,EAF,570, open ground , multi-Si, on open ground,,,1810.38
"market for electricity, high voltage",KE,EAF,570, open ground , single-Si, on open ground,,,1810.38
"market for electricity, high voltage",KE,EAF,93, slanted-roof , multi-Si, laminated, integrated, on roof,1728.19
"market for electricity, high voltage",KE,EAF,93, slanted-roof , multi-Si, panel, mounted, on roof,1728.19
"market for electricity, high voltage",KE,EAF,93, slanted-roof , single-Si, laminated, integrated, on roof,1728.19
"market for electricity, high voltage",KE,EAF,93, slanted-roof , single-Si, panel, mounted, on roof,1728.19
"market for electricity, high voltage",SS,EAF,156, flat-roof , multi-Si, on roof,,,1728.19
"market for electricity, high voltage",SS,EAF,156, flat-roof , single-Si, on roof,,,1728.19
"market for electricity, high voltage",SS,EAF,570, open ground , CIS, on open ground,,,1808.98
"market for electricity, high voltage",SS,EAF,570, open ground , CdTe, on open ground,,,1954.84
"market for electricity, high voltage",SS,EAF,570, open ground , micro-Si, on open ground,,,1810.38
"market for electricity, high voltage",SS,EAF,570, open ground , multi-Si, on open ground,,,1810.38
"market for electricity, high voltage",SS,EAF,570, open ground , single-Si, on open ground,,,1810.38
"market for electricity, high voltage",SS,EAF,93, slanted-roof , multi-Si, laminated, integrated, on roof,1728.19
"market for electricity, high voltage",SS,EAF,93, slanted-roof , multi-Si, panel, mounted, on roof,1728.19
"market for electricity, high voltage",SS,EAF,93, slanted-roof , single-Si, laminated, integrated, on roof,1728.19
"market for electricity, high voltage",SS,EAF,93, slanted-roof , single-Si, panel, mounted, on roof,1728.19
"market for electricity, high voltage",IN-Eastern grid,INDIA,156, flat-roof , multi-Si, on roof,,,
"market for electricity, high voltage",IN-Eastern grid,INDIA,156, flat-roof , single-Si, on roof,,,
"market for electricity, high voltage",IN-Eastern grid,INDIA,570, open ground , CIS, on open ground,,,
"market for electricity, high voltage",IN-Eastern grid,INDIA,570, open ground , CdTe, on open ground,,,
"market for electricity, high voltage",IN-Eastern grid,INDIA,570, open ground , micro-Si, on open ground,,,
"market for electricity, high voltage",IN-Eastern grid,INDIA,570, open ground , multi-Si, on open ground,,,
"market for electricity, high voltage",IN-Eastern grid,INDIA,570, open ground , single-Si, on open ground,,,
"market for electricity, high voltage",IN-Eastern grid,INDIA,93, slanted-roof , multi-Si, laminated, integrated, on roof,
"market for electricity, high voltage",IN-Eastern grid,INDIA,93, slanted-roof , multi-Si, panel, mounted, on roof,
"market for electricity, high voltage",IN-Eastern grid,INDIA,93, slanted-roof , single-Si, laminated, integrated, on roof,
"market for electricity, high voltage",IN-Eastern grid,INDIA,93, slanted-roof , single-Si, panel, mounted, on roof,
"market for electricity, high voltage",NI,RCAM,156, flat-roof , multi-Si, on roof,,,1426.29
"market for electricity, high voltage",NI,RCAM,156, flat-roof , single-Si, on roof,,,1426.29
"market for electricity, high voltage",NI,RCAM,570, open ground , CIS, on open ground,,,1560.44
"market for electricity, high voltage",NI,RCAM,570, open ground , CdTe, on open ground,,,1629.95
"market for electricity, high voltage",NI,RCAM,570, open ground , micro-Si, on open ground,,,1569.55
"market for electricity, high voltage",NI,RCAM,570, open ground , multi-Si, on open ground,,,1569.55
"market for electricity, high voltage",NI,RCAM,570, open ground , single-Si, on open ground,,,1569.55
"market for electricity, high voltage",NI,RCAM,93, slanted-roof , multi-Si, laminated, integrated, on roof,1426.29
"market for electricity, high voltage",NI,RCAM,93, slanted-roof , multi-Si, panel, mounted, on roof,1426.29
"market for electricity, high voltage",NI,RCAM,93, slanted-roof , single-Si, laminated, integrated, on roof,1426.29
"market for electricity, high voltage",NI,RCAM,93, slanted-roof , single-Si, panel, mounted, on roof,1426.29
"market for electricity, low voltage",CN-CSG,CHN,3, slanted-roof , CIS, laminated, integrated, on roof,1154.19
"market for electricity, low voltage",CN-CSG,CHN,3, slanted-roof , CdTe, panel, mounted, on roof,1162.71
"market for electricity, low voltage",CN-CSG,CHN,3, slanted-roof , micro-Si, laminated, integrated, on roof,1145.64
"market for electricity, low voltage",CN-CSG,CHN,3, slanted-roof , micro-Si, panel, mounted, on roof,1145.64
"market for electricity, low voltage",CN-CSG,CHN,3, facade , multi-Si, laminated, integrated, at building,884.83
"market for electricity, low voltage",CN-CSG,CHN,3, facade , multi-Si, panel, mounted, at building,884.83
"market for electricity, low voltage",CN-CSG,CHN,3, facade , single-Si, laminated, integrated, at building,884.83
"market for electricity, low voltage",CN-CSG,CHN,3, facade , single-Si, panel, mounted, at building,884.83
"market for electricity, low voltage",CN-CSG,CHN,3, flat-roof , multi-Si, on roof,,,1145.64
"market for electricity, low voltage",CN-CSG,CHN,3, flat-roof , single-Si, on roof,,,1145.64
"market for electricity, low voltage",CN-CSG,CHN,3, slanted-roof , CIS, panel, mounted, on roof,1154.19
"market for electricity, low voltage",CN-CSG,CHN,3, slanted-roof , CdTe, laminated, integrated, on roof,1162.71
"market for electricity, low voltage",CN-CSG,CHN,3, slanted-roof , multi-Si, laminated, integrated, on roof,1145.64
"market for electricity, low voltage",CN-CSG,CHN,3, slanted-roof , multi-Si, panel, mounted, on roof,1145.64
"market for electricity, low voltage",CN-CSG,CHN,3, slanted-roof , single-Si, laminated, integrated, on roof,1145.64
"market for electricity, low voltage",CN-CSG,CHN,3, slanted-roof , single-Si, panel, mounted, on roof,1145.64
"market for electricity, high voltage",TW,CHN,156, flat-roof , multi-Si, on roof,,,1145.64
"market for electricity, high voltage",TW,CHN,156, flat-roof , single-Si, on roof,,,1145.64
"market for electricity, high voltage",TW,CHN,570, open ground , CIS, on open ground,,,1353.36
"market for electricity, high voltage",TW,CHN,570, open ground , CdTe, on open ground,,,1360.47
"market for electricity, high voltage",TW,CHN,570, open ground , micro-Si, on open ground,,,1368.54
"market for electricity, high voltage",TW,CHN,570, open ground , multi-Si, on open ground,,,1368.54
"market for electricity, high voltage",TW,CHN,570, open ground , single-Si, on open ground,,,1368.54
"market for electricity, high voltage",TW,CHN,93, slanted-roof , multi-Si, laminated, integrated, on roof,1145.64
"market for electricity, high voltage",TW,CHN,93, slanted-roof , multi-Si, panel, mounted, on roof,1145.64
"market for electricity, high voltage",TW,CHN,93, slanted-roof , single-Si, laminated, integrated, on roof,1145.64
"market for electricity, high voltage",TW,CHN,93, slanted-roof , single-Si, panel, mounted, on roof,1145.64
"market for electricity, low voltage",IN-North-eastern grid,INDIA,3, slanted-roof , CIS, laminated, integrated, on roof,
"market for electricity, low voltage",IN-North-eastern grid,INDIA,3, slanted-roof , CdTe, panel, mounted, on roof,
"market for electricity, low voltage",IN-North-eastern grid,INDIA,3, slanted-roof , micro-Si, laminated, integrated, on roof,
"market for electricity, low voltage",IN-North-eastern grid,INDIA,3, slanted-roof , micro-Si, panel, mounted, on roof,
"market for electricity, low voltage",IN-North-eastern grid,INDIA,3, facade , multi-Si, laminated, integrated, at building,
"market for electricity, low voltage",IN-North-eastern grid,INDIA,3, facade , multi-Si, panel, mounted, at building,
"market for electricity, low voltage",IN-North-eastern grid,INDIA,3, facade , single-Si, laminated, integrated, at building,
